draft_id,skeleton_arguments_id,case_doc_id,input_type,model_used,generated_at,search_id,searched_at,match_method,search_to_draft_seconds,search_type,reported_total_results,retrieved_cases_in_export,average_similarity,top_retrieved_case,top_similarity_score,retrieved_case_ids,retrieved_case_titles,similarity_scores
cmm927sxp000304jp8fpwf2ew,cmlzojkzd000204l5u8akkk6q,skeleton-args-ca2018006090-aa90566cb5f6b5de,synthetic,gpt-4o-mini,2026-03-02 10:52:20.408,cmm0cqleo000z04i321gtuvf1,2026-02-24 08:36:57.613,latest_search_before_draft,526522.795,advanced_qdrant_search,10,10,0.677598682,Creggy v Barnett & Anor [2016] EWCA Civ 1004 (Court of Appeal (Civil Division)),0.6911303,4f894b7c-50f6-46f4-b08a-7d5f549411bb || 63f1ceea-1ae6-4e29-9f3b-c354ab3fba11 || 5d67e6bf-5a94-4298-82ae-1f13fea951bc || a62a842c-af59-45c4-be74-800b0be5e691 || af98350e-e553-4a58-8a45-9d7b2067b530 || 0f564d6f-98e5-402b-abc8-a39f1fa33427 || cbf9a2bb-7b6f-41be-ba0f-1a84a1e459e6 || 7d4b37f2-bfb0-4f96-a5c0-d63cd27e8dc3 || cfb9db03-44c0-4604-926a-a76e01575d88 || 18af7f48-3069-4315-8b8e-72156c2f8d15,"Creggy v Barnett & Anor [2016] EWCA Civ 1004 (Court of Appeal (Civil Division)) || Burnden Holdings (UK) Limited (in Liquidation) v Fielding & Anor [2016] EWCA Civ 557 || Braintree District Council v Secretary of State for the Home Department & Anor [2023] EWCA Civ 727 (23 June 2023) || Hassam & Anor v Rabot & Anor; Briggs v Laditan [2023] EWCA Civ 19 || Santander UK Plc v R.A. Legal Solicitors [2014] EWCA Civ 183 || Cotton & Anor v Brudenell-Bruce, Earl of Cardigan & Ors [2014] EWCA Civ 1312 || Gangat v Jassat & Anor [2022] EWCA Civ 604 || Davies v Ford & Ors [2023] EWCA Civ 167 || Floreat Investment Management Ltd v Churchill & Ors [2023] EWCA Civ 440 || Boydell v NZP Ltd & Anor [2023] EWCA Civ 373",0.6911303 || 0.68127733 || 0.6777055 || 0.67724633 || 0.67685676 || 0.6767186 || 0.6757672 || 0.6754294 || 0.672137 || 0.6717184
cmm93eoww000904l4jttzk880,cmm91vpkv000204ibt9h7gspj,skeleton-args-ca2019004792-59f1ed0831f20944,synthetic,gpt-4o-mini,2026-03-02 11:25:41.405,cmm93cs0n000304l46op6ul80,2026-03-02 11:24:11.973,latest_search_before_draft,89.432,advanced_qdrant_search,10,10,0.6743998729999999,Bilal & Anor v St George's University Hospital NHS Foundation Trust [2023] EWCA Civ 605,0.72063124,031797cd-b2d5-42dc-9292-4485d3c8553c || 127de7d1-1e96-4936-82d9-f933bbeb8539 || 6c956002-60ab-482d-bce9-914febd99213 || 2c529d3c-f445-459e-ae7c-ae0fb3f24875 || 09032da4-f24a-4dd0-96cf-5e5fa79ba1f3 || ea179fd6-9cc0-4327-b94e-9bdff9e46c0c || 3b56f922-9884-43fd-9704-884f90c524db || c45b113b-b1e9-442c-bce8-4a22844d94ea || bc404037-1dd0-47a8-8f10-d0876c870fd7 || 90d7a223-ab0a-4dc6-b2e6-2c8123bf1c7b,Bilal & Anor v St George's University Hospital NHS Foundation Trust [2023] EWCA Civ 605 || Collins v Secretary of State for Business Innovation and Skills & Anor || Worrall v Antoniadou [2016] EWCA Civ 1219 || Duce v Worcestershire Acute Hospitals NHS Trust || O'Connor v Bar Standards Board [2016] EWCA Civ 775 || Kadir v Mistry & Ors [2014] EWCA Civ 1177 || Abdel-Khalek v Ali [2016] EWCA Civ 80 || C v North Cumbria University Hospitals NHS Trust || Ali v Caton & Anor [2014] EWCA Civ 1313 || Meiklejohn v St George's Healthcare NHS Trust & Anor [2014] EWCA Civ 120,0.72063124 || 0.6975168 || 0.6814747 || 0.6797099 || 0.6650815 || 0.66475624 || 0.66252905 || 0.6600004 || 0.6595523 || 0.6527466
cmmafut12000904l4kjskwky4,cmm3awy72000404jtfbucs83q,skeleton-args-ca2025000412-e17d5e10793fe216,synthetic,gpt-4o-mini,2026-03-03 10:01:54.804,cmmafsf07000304l4huaorple,2026-03-03 10:00:03.207,latest_search_before_draft,111.597,advanced_qdrant_search,10,10,0.64864108,The Howard League for Penal Reform and Prisoners' Advice Service v The Lord Chancellor,0.67327136,d60a5323-796e-4110-a6de-012ec16860c1 || 02409749-c305-4c56-ad34-3447c9c2371b || 47c9c661-fe50-444e-8eb2-faf3fa2b12ba || 7614b7b3-9102-4127-baa4-ed60bb7a82ed || 1dbb4242-42ac-456f-989f-5098066d87ca || 250a2de0-32f3-4ce2-8b1f-ee964131ee78 || 36166c1f-7b4e-4e19-9f3e-ba06d04ac22a || 57d5bf6b-b5e4-4a29-8fe8-fc6caf7108e9 || 80701211-fe03-4dc0-972a-b2e5467876b9 || 88f81617-3d05-4cec-a001-5edf306bd117,"The Howard League for Penal Reform and Prisoners' Advice Service v The Lord Chancellor || Tigere, R (On the Application Of) v Secretary of State for Business, Innovation And Skills || James v HM Prison Birmingham: Judicial Review on Committal for Civil Contempt || Rowan, R (On the Application Of) v Governor of His Majesty's Prison Berwyn & Anor [2023] EWCA Civ 27 || Bristow v The Secretary of State for Justice & Anor [2015] EWCA Civ 1170 || Brooks, R (on the application of) v The Independent Adjudicator & Anor [2016] EWCA Civ 1033 || Smith v Secretary of State for Justice & Ors [2014] EWCA Civ 380 || Abedin, R (On the Application Of) v Secretary of State for the Home Department [2016] EWCA Civ 296 (10 March 2016) || Idira, R (On the Application Of) v The Secretary of State for the Home Department (Rev 1) [2015] EWCA Civ 1187 || R (on the application of) SPM v Secretary of State for the Home Department [2023] EWCA Civ 764",0.67327136 || 0.66142374 || 0.652738 || 0.6526506 || 0.64963126 || 0.6452263 || 0.64377224 || 0.6403154 || 0.6340979 || 0.633284
cmmc2zaji000h04l23a3cp61p,cmlzon435000504jsyulxanb5,skeleton-args-ca2022002088-9a827e5fc9cfa270,synthetic,gpt-4o-mini,2026-03-04 13:37:01.468,cmmc2vi4u000b04l2jn766kai,2026-03-04 13:34:04.594,latest_search_before_draft,176.874,advanced_qdrant_search,10,10,0.6435024140000001,Revenue and Customs v Lloyds TSB Equipment Leasing (No 1) Ltd [2014] EWCA Civ 1062,0.6938728,43ef5de1-aec0-41aa-83ef-7f2ecf54e8b8 || 969f076d-9173-440b-9f31-7f9c274d33d7 || df2f12d2-2784-4981-b98a-fcd919be08c3 || 040ab589-56f8-4251-905d-ade1d7b6bf28 || d23d9f9f-4d0a-455a-bab1-0ce1a023b722 || 6bee451b-9500-46bf-8472-4341ada4c852 || df4c5dab-61e8-4ecb-894c-c1824b8daad2 || 9c9b344f-0010-4488-974f-bfc7a06766a5 || 3b5f0b35-9abc-4644-bd76-178e4ddaa226 || abb3abd3-a4b2-4d42-adc3-110706af9c6d,"Revenue and Customs v Lloyds TSB Equipment Leasing (No 1) Ltd [2014] EWCA Civ 1062 || Chappell v HM Revenue and Customs [2016] EWCA Civ 809 || Inmarsat Global Limited v Commissioners for Her Majesty's Revenue and Customs [2022] EWCA Civ 1076 || Peninsular & Oriental Steam Navigation Company v HM Revenue and Customs [2016] EWCA Civ 468 (Court of Appeal, Civil Division) || Altrad Services Ltd & Anor v Commissioners for HMRC [2023] EWCA Civ 474 (03 May 2023) || GMGRM North Ltd & Ors v Ritchie (Revenue and Customs) || Good v Commissioners of HM Revenue and Customs [2023] EWCA Civ 114 || VolkerRail Plant Ltd & Ors v HMRC [2023] EWCA Civ 210 || Cobalt Data Centre 2 LLP & Anor v HM Revenue & Customs [2022] EWCA Civ 1422 || Inland Revenue & Anor v Test Claimants In the Franked Investment Income Group Litigation [2014] EWCA Civ 1214",0.6938728 || 0.65310144 || 0.65104675 || 0.6503654 || 0.64700377 || 0.6463597 || 0.63349235 || 0.621584 || 0.61968213 || 0.6185158
cmmc4a8zu000h04jx2w3r0hzo,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-04 14:13:32.296,cmmc48b4h000b04jxrxrp3idf,2026-03-04 14:12:01.647,latest_search_before_draft,90.649,advanced_qdrant_search,10,10,0.6849676290000001,Bristow v The Secretary of State for Justice & Anor [2015] EWCA Civ 1170,0.69676626,1dbb4242-42ac-456f-989f-5098066d87ca || d60a5323-796e-4110-a6de-012ec16860c1 || 6704e94e-e6b0-4dfe-b4c9-c5d695bdc6aa || 9826ea30-d68f-4beb-b85e-e38b5e1c7cae || be44e528-bdba-4691-afcc-c607a89fd1dc || f78142fc-13ea-4fb5-9a5e-1efbdc8d3c38 || e99652af-372a-448f-8251-a215010e8b3a || de4a5f2b-b3c7-4369-9020-dcc807bb315b || 5bc05b2e-6b7d-4270-b799-9d29ed174d14 || 3e059541-8504-4163-a05b-ede4202b7675,"Bristow v The Secretary of State for Justice & Anor [2015] EWCA Civ 1170 || The Howard League for Penal Reform and Prisoners' Advice Service v The Lord Chancellor || Pearce, R (On the Application Of) v Parole Board of England and Wales & Anor [2022] EWCA Civ 4 || C3 & Anor v The Secretary of State for Foreign, Commonwealth & Development Affairs [2023] EWCA Civ 444 || R (On the Application Of) v Secretary of State for the Home Department (Rev1) [2022] EWCA Civ 30 || AAA (Syria) & Ors v Secretary of State for the Home Department [2023] EWCA Civ 266 || Richards, R (On the Application Of) v The Environment Agency [2022] EWCA Civ 26 || Elkundi, R (On the Application Of) v Birmingham City Council [2022] EWCA Civ 601 || MD & Anor v Secretary of State for the Home Department [2022] EWCA Civ 336 || Cleeland, R (On the Application Of) v Criminal Cases Review Commission [2022] EWCA Civ 5",0.69676626 || 0.69558805 || 0.6906532 || 0.6838451 || 0.6828894 || 0.68146205 || 0.6813566 || 0.6795714 || 0.67927843 || 0.6782658
cmmcal70d000h04k3e11w997v,cmmcafz4s000204k31uew4nq3,ew-cases-EWCA-Civ-2024-1110,real,gpt-4o-mini,2026-03-04 17:10:00.635,cmmcaho67000b04k3d50f98in,2026-03-04 17:07:16.148,latest_search_before_draft,164.487,advanced_qdrant_search,20,20,0.664431493,Al Mana Lifestyle Trading LLC & Ors v United Fidelity Insurance Company PSC & Ors [2023] EWCA Civ 61,0.70476,445f0437-9772-49a4-bfbc-53967e1e53ac || 2f9fd02a-26e6-4859-90a8-5d64d042f0b9 || e050e594-d197-45f1-ba15-7d110c0d93c4 || 00167e1d-845c-4a1d-b17c-1c91c10b2c37 || adbfae0c-b473-4f94-9e74-30a2382d20ba || 638613f3-f321-4ccd-8055-aebfec6cec82 || cc794994-d9ff-4e2a-a522-ddb742b52a12 || fcbf3975-3755-45fa-9124-191d1a392003 || d38848d5-b685-4b5f-8093-40563114db3b || 394294db-f0b6-4f0f-a9df-ced441c7f6f1 || f4622297-782a-464e-8eda-23f6cf392375 || 21eb721f-d8b2-4c96-bff1-74c6066eea1d || 83040df0-5ebd-481d-96b8-e53b37e0f97e || a87860ff-994f-4309-bdb5-6259022af9ab || 6436f55e-06d2-4659-86d5-143b8282fec2 || 363d4dda-f9fd-497d-b45b-cecba704fa51 || d9827969-3ff6-4f39-a6cf-6b164ca04e35 || 81d53202-31ed-492b-a22e-15e4f280610b || 6e6ec81e-b459-4d39-a1bd-ff92776233fa || 8bf594df-88d1-4791-89f3-b2699310ed7a,"Al Mana Lifestyle Trading LLC & Ors v United Fidelity Insurance Company PSC & Ors [2023] EWCA Civ 61 || AIG Europe Ltd v OC320301 LLP & Ors [2016] EWCA Civ 367 || Great Lakes Reinsurance (UK) SE v Western Trading Ltd [2016] EWCA Civ 1003 (11 October 2016) || Bank of New York Mellon (International) Limited v Cine-UK Limited [2022] EWCA Civ 1021 || Trust Risk Group SPA v AmTrust Europe Ltd [2015] EWCA Civ 437 || Ted Baker Plc & Anor v Axa Insurance UK Plc & Ors [2014] EWCA Civ 134 || Quadra Commodities S.A. v XL Insurance Company SE & Ors [2023] EWCA Civ 432 (21 April 2023) || Wood v Sureterm Direct Ltd & Capita Insurance Services Ltd [2015] EWCA Civ 839 || Shipowners' Mutual Protection and Indemnity Association (Luxembourg) v Containerships Denizcilik Nakliyat ve Ticaret A.S. (""Yusuf Cepnioglu"") [2016] EWCA Civ 386 || Aspen Insurance UK Ltd v Adana Construction Ltd [2015] EWCA Civ 176 || AIG Europe SA & Ors v John Wood Group Plc & Anor [2022] EWCA Civ 781 (10 June 2022) || Spire Healthcare Limited v Royal & Sun Alliance Insurance Limited [2022] EWCA Civ 17 || Starlight Shipping Company v Allianz Marine & Aviation Versicherungs AG & Ors || Steve Ward Services (UK) Limited v Davies & Davies Associates Limited [2022] EWCA Civ 153 || Burnford & Ors v Automobile Association Developments Limited [2022] EWCA Civ 1943 || Percy v White & Anor [2022] EWCA Civ 493 || Zurich Insurance PLC v Maccaferri Ltd [2016] EWCA Civ 1302 || Soteria Insurance Ltd v IBM United Kingdom Ltd [2022] EWCA Civ 440 || MDW Holdings Limited v Norvill & Ors [2022] EWCA Civ 883 (Court of Appeal, Civil Division) || Aviva Insurance Limited and Swiss Reinsurance Company Limited v Secretary of State for Work and Pensions [2022] EWCA Civ 15",0.70476 || 0.7018961 || 0.69412315 || 0.6914381 || 0.67614 || 0.6748972 || 0.6742459 || 0.67155164 || 0.65904474 || 0.65899223 || 0.65570104 || 0.6535522 || 0.6525273 || 0.6496402 || 0.64818317 || 0.6476784 || 0.64496577 || 0.64461255 || 0.64308137 || 0.6415988
cmmdjqxh3000304kvs37yorn3,cmmdjkfi7000204jsunevvuvv,skeleton-args-ca2023004634-299a4a730fe1f43a,synthetic,gpt-4o-mini,2026-03-05 14:14:10.93,cmmdjmbqo000b04js13axm03c,2026-03-05 14:10:36.041,latest_search_before_draft,214.889,advanced_qdrant_search,20,20,0.7150495400000001,Freifeld & Anor v West Kensington Court Ltd [2015] EWCA Civ 806,0.73170173,18a014eb-e365-4420-b07a-dfdd42f053ec || 00167e1d-845c-4a1d-b17c-1c91c10b2c37 || b8f5594c-ac32-4dd3-804a-fd0c938c4401 || 39df6304-6d5c-4744-8f1a-adcd4015ef46 || 945cd74c-6126-4ef5-ae71-7c0099a28f2b || 093c1223-0ae8-4284-9849-0aa54158efc1 || 263eee40-14b4-40aa-8b6d-47da6b0fa9b3 || 7079fc72-6050-4668-ac32-14c3ce1d3b5c || 84abacd4-ac9e-4547-9c6c-c9f49ad1f96d || 63c13b59-95b3-46e6-bcfd-eef08df13985 || ccb176da-f583-47e8-b2a6-cc3aadd7833c || 1b3f1357-0731-4894-9c17-a958eecd366a || f0cad471-e222-49db-b138-c99f671aff4f || 20883fdd-3d62-402d-b87e-d07099a0aace || d9167d92-3e2d-462b-b1dd-0c42056c65b9 || f12362ca-9214-46d6-8a2a-5ddadac29884 || 2702fe29-d7f0-4cc6-8c3f-b840406bb7a2 || 98a141f0-f889-4521-86c4-1b8648867286 || 38228566-f138-413e-98cf-b8c35fe9afaa || 5315bcf1-31e2-4c09-9977-ecd80a7a8ec7,Freifeld & Anor v West Kensington Court Ltd [2015] EWCA Civ 806 || Bank of New York Mellon (International) Limited v Cine-UK Limited [2022] EWCA Civ 1021 || Topland Portfolio No 1 Ltd v Smiths News Trading Ltd [2014] EWCA Civ 18 || Nizami v Dezyanian [2015] EWCA Civ 632 || Bishop v Chhokar [2015] EWCA Civ 24 || Hough v Greathall Ltd [2015] EWCA Civ 23 || Youssefi v Mussellwhite [2014] EWCA Civ 885 || Tibber v Buckley & Anor [2015] EWCA Civ 1294 || Anselm v Buckle & Anor [2014] EWCA Civ 311 || SWA Developments Ltd v Burke [2016] EWCA Civ 389 || Marks And Spencer Plc v BNP Paribas Securities Services Trust Company (Jersey) Ltd & Anor [2014] EWCA Civ 603 || Magnic Ltd v Ul-Hassan & Anor [2015] EWCA Civ 224 || Cawsand Fort Management Company v Kane & Ors [2015] EWCA Civ 1520 || Morshead Mansions Ltd v Di Marco || Chaplair Ltd v Kumari [2015] EWCA Civ 798 || Innerspaces Self Storage Ltd v Harding & Ors [2014] EWCA Civ 46 || Peel Land and Property (Ports No. 3) Ltd v TS Sheerness Ltd || Silver Fern Microlights Ltd v Jones & Ors [2016] EWCA Civ 277 || Erimus Housing Ltd v Barclays Wealth Trustees (Jersey) Ltd & Ors [2014] EWCA Civ 303 || South Essex Partnership University NHS Foundation Trust v Laindon Holdings Ltd [2016] EWCA Civ 377,0.73170173 || 0.72841835 || 0.7268903 || 0.7255647 || 0.72506535 || 0.7240748 || 0.7213719 || 0.7211114 || 0.7168427 || 0.71553063 || 0.7148241 || 0.71463615 || 0.7142375 || 0.71273726 || 0.7053801 || 0.7032418 || 0.7017131 || 0.700525 || 0.69997346 || 0.69715047
cmmdkjytd000304jl24cdxqvp,cmmdjkfi7000204jsunevvuvv,skeleton-args-ca2023004634-299a4a730fe1f43a,synthetic,gpt-4o-mini,2026-03-05 14:36:45.694,cmmdjmbqo000b04js13axm03c,2026-03-05 14:10:36.041,latest_search_before_draft,1569.653,advanced_qdrant_search,20,20,0.7150495400000001,Freifeld & Anor v West Kensington Court Ltd [2015] EWCA Civ 806,0.73170173,18a014eb-e365-4420-b07a-dfdd42f053ec || 00167e1d-845c-4a1d-b17c-1c91c10b2c37 || b8f5594c-ac32-4dd3-804a-fd0c938c4401 || 39df6304-6d5c-4744-8f1a-adcd4015ef46 || 945cd74c-6126-4ef5-ae71-7c0099a28f2b || 093c1223-0ae8-4284-9849-0aa54158efc1 || 263eee40-14b4-40aa-8b6d-47da6b0fa9b3 || 7079fc72-6050-4668-ac32-14c3ce1d3b5c || 84abacd4-ac9e-4547-9c6c-c9f49ad1f96d || 63c13b59-95b3-46e6-bcfd-eef08df13985 || ccb176da-f583-47e8-b2a6-cc3aadd7833c || 1b3f1357-0731-4894-9c17-a958eecd366a || f0cad471-e222-49db-b138-c99f671aff4f || 20883fdd-3d62-402d-b87e-d07099a0aace || d9167d92-3e2d-462b-b1dd-0c42056c65b9 || f12362ca-9214-46d6-8a2a-5ddadac29884 || 2702fe29-d7f0-4cc6-8c3f-b840406bb7a2 || 98a141f0-f889-4521-86c4-1b8648867286 || 38228566-f138-413e-98cf-b8c35fe9afaa || 5315bcf1-31e2-4c09-9977-ecd80a7a8ec7,Freifeld & Anor v West Kensington Court Ltd [2015] EWCA Civ 806 || Bank of New York Mellon (International) Limited v Cine-UK Limited [2022] EWCA Civ 1021 || Topland Portfolio No 1 Ltd v Smiths News Trading Ltd [2014] EWCA Civ 18 || Nizami v Dezyanian [2015] EWCA Civ 632 || Bishop v Chhokar [2015] EWCA Civ 24 || Hough v Greathall Ltd [2015] EWCA Civ 23 || Youssefi v Mussellwhite [2014] EWCA Civ 885 || Tibber v Buckley & Anor [2015] EWCA Civ 1294 || Anselm v Buckle & Anor [2014] EWCA Civ 311 || SWA Developments Ltd v Burke [2016] EWCA Civ 389 || Marks And Spencer Plc v BNP Paribas Securities Services Trust Company (Jersey) Ltd & Anor [2014] EWCA Civ 603 || Magnic Ltd v Ul-Hassan & Anor [2015] EWCA Civ 224 || Cawsand Fort Management Company v Kane & Ors [2015] EWCA Civ 1520 || Morshead Mansions Ltd v Di Marco || Chaplair Ltd v Kumari [2015] EWCA Civ 798 || Innerspaces Self Storage Ltd v Harding & Ors [2014] EWCA Civ 46 || Peel Land and Property (Ports No. 3) Ltd v TS Sheerness Ltd || Silver Fern Microlights Ltd v Jones & Ors [2016] EWCA Civ 277 || Erimus Housing Ltd v Barclays Wealth Trustees (Jersey) Ltd & Ors [2014] EWCA Civ 303 || South Essex Partnership University NHS Foundation Trust v Laindon Holdings Ltd [2016] EWCA Civ 377,0.73170173 || 0.72841835 || 0.7268903 || 0.7255647 || 0.72506535 || 0.7240748 || 0.7213719 || 0.7211114 || 0.7168427 || 0.71553063 || 0.7148241 || 0.71463615 || 0.7142375 || 0.71273726 || 0.7053801 || 0.7032418 || 0.7017131 || 0.700525 || 0.69997346 || 0.69715047
cmmf22axa000h04jxcpnnecs0,cmlzne5ed000204ju2xa40q49,ew-cases-EWCA-Civ-2024-1,real,gpt-4o-mini,2026-03-06 15:34:40.845,cmmf20sg7000b04jxh5i54iyz,2026-03-06 15:33:30.153,latest_search_before_draft,70.692,advanced_qdrant_search,20,20,0.6372526025,Revenue and Customs v Lloyds TSB Equipment Leasing (No 1) Ltd [2014] EWCA Civ 1062,0.68848974,43ef5de1-aec0-41aa-83ef-7f2ecf54e8b8 || c905ed54-034f-425d-908f-4d0fc7437e71 || df2f12d2-2784-4981-b98a-fcd919be08c3 || 6bee451b-9500-46bf-8472-4341ada4c852 || 040ab589-56f8-4251-905d-ade1d7b6bf28 || bbece3ed-11d4-4f68-8c60-4b9065eb5839 || d23d9f9f-4d0a-455a-bab1-0ce1a023b722 || e09331f5-d8f2-4aa5-81d5-0f480b96a2a8 || 14434596-76db-4abb-8e78-f5f1640f8b82 || d8a97814-f000-467c-a202-ef9226a745e4 || bcf6dc0e-327b-4b31-8441-cc8b4d018c8a || 969f076d-9173-440b-9f31-7f9c274d33d7 || 4fcc865d-d7ab-48ca-a8c6-b8e21a9c005f || df4c5dab-61e8-4ecb-894c-c1824b8daad2 || 25b8d565-e9dc-428f-bd32-bee1b406bf7c || 3877de32-c402-46c9-897f-1d155aab8461 || ff761b33-5304-4f4b-ba2b-638b90a9864b || 321f1eb3-a7ee-452d-a5d1-e08732d9ac84 || 49a7af4c-0d11-408e-8d84-2238f7e8f04a || 24f747de-4a9b-43b6-90ad-0cce710f5bf8,"Revenue and Customs v Lloyds TSB Equipment Leasing (No 1) Ltd [2014] EWCA Civ 1062 || Naghshineh v Commissioners for HM Revenue and Customs [2022] EWCA Civ 19 || Inmarsat Global Limited v Commissioners for Her Majesty's Revenue and Customs [2022] EWCA Civ 1076 || GMGRM North Ltd & Ors v Ritchie (Revenue and Customs) || Peninsular & Oriental Steam Navigation Company v HM Revenue and Customs [2016] EWCA Civ 468 (Court of Appeal, Civil Division) || Chappell v Revenue & Customs [2015] EWCA Civ 702 || Altrad Services Ltd & Anor v Commissioners for HMRC [2023] EWCA Civ 474 (03 May 2023) || The Prudential Assurance Company Limited v HM Revenue and Customs [2016] EWCA Civ 376 || Eclipse Film Partners No 35 LLP v HM Revenue and Customs || Commissioners for His Majesty's Revenue and Customs v Centrica Overseas Holdings Limited [2022] EWCA Civ 1520 || Royal Bank of Canada v Commissioners for HMRC [2023] EWCA Civ 695 — Court of Appeal interpretation of Article 6(2) fifth limb and tax treatment of oil royalty payments || Chappell v HM Revenue and Customs [2016] EWCA Civ 809 || Urenco Chemplants Limited & Anor v Commissioners for HM Revenue and Customs [2022] EWCA Civ 1587 (1 December 2022) || Good v Commissioners of HM Revenue and Customs [2023] EWCA Civ 114 || Sanderson v HM Revenue and Customs [2016] EWCA Civ 19 || Hargreaves v HM Revenue and Customs [2016] EWCA Civ 174 (22 March 2016) || Project Blue Limited v The Commissioners for HM Revenue and Customs [2016] EWCA Civ 485 (Court of Appeal, Civil Division) || Cheshire Cavity Storage 1 Limited v HM Revenue & Customs [2022] EWCA Civ 305 || Routier & Anor v Revenue & Customs [2016] EWCA Civ 938 (Court of Appeal, Civil Division) || Greene King plc & Anor v Revenue and Customs [2016] EWCA Civ 782",0.68848974 || 0.6511768 || 0.6505611 || 0.6493889 || 0.64271975 || 0.64089036 || 0.64062357 || 0.6390941 || 0.6387011 || 0.6377228 || 0.6370388 || 0.6359335 || 0.63354313 || 0.6276339 || 0.62663686 || 0.6255775 || 0.6218892 || 0.62086844 || 0.6206119 || 0.6159506
cmmjsmua2000q04jstd4i8p7c,cmmc45761000204jx6bd5kxqk,ca-2024-000255-ellis-v-ssj-appellant-skeleton,real,gpt-4o-mini,2026-03-09 23:09:33.769,cmmjsjnvz000k04js5ptftolc,2026-03-09 23:07:05.425,latest_search_before_draft,148.344,advanced_qdrant_search,20,20,0.7209393095000001,Velyo Velev v. Bulgaria (Application No. 16032/07),0.7950101,dfa97e6e-7e32-4c80-9f6f-5e4f398f9d82 || d60a5323-796e-4110-a6de-012ec16860c1 || facdee26-7310-4355-9ef5-1fd21f107f72 || c5a5edf0-4845-4195-a969-082c8b5afa2a || 36166c1f-7b4e-4e19-9f3e-ba06d04ac22a || da4b6be7-2b22-4bd1-af6b-a68873f0af8d || 7e8929e7-4b3c-4492-b8b5-e01b9ccfcf2c || 464b6335-7623-49ec-8536-df2bb3ae5a4d || b15fdd53-0222-49df-98a5-84e25904f9fd || 90f8b18f-1e00-4177-9cfb-1304fdbc0a97 || 80701211-fe03-4dc0-972a-b2e5467876b9 || 1ed4938a-8018-45b9-bf99-465d1697ff0b || cd2db340-265d-46ef-86dd-180d07c4fea9 || 57d5bf6b-b5e4-4a29-8fe8-fc6caf7108e9 || 522b4f69-32d0-44e3-9bb5-92859e5efde0 || d43e9179-fec2-4fc9-a5b0-3113b6e57fb4 || 037fedaf-bb6c-4013-9ebb-6bc7192c7525 || 0c4144ef-9642-4280-9526-95be21a99f19 || 22f5a58b-4272-4bb0-8476-e2d0333f5032 || 7614b7b3-9102-4127-baa4-ed60bb7a82ed,"Velyo Velev v. Bulgaria (Application No. 16032/07) || The Howard League for Penal Reform and Prisoners' Advice Service v The Lord Chancellor || Kalda v. Estonia - Access to Information Rights for Prisoners || BK & Anor v The Secretary of State for Justice [2015] EWCA Civ 1259 || Smith v Secretary of State for Justice & Ors [2014] EWCA Civ 380 || Bright & Anor v The Secretary of State for Justice || Zenati v Police of the Metropolis & Anor [2015] EWCA Civ 80 || Parratt, R (on the application of) v Parole Board || Use of Languages in Education in Belgium || Bayliss v The Parole Board of England & Wales [2014] EWCA Civ 1268 || Idira, R (On the Application Of) v The Secretary of State for the Home Department (Rev 1) [2015] EWCA Civ 1187 || AA (Poland) v Secretary of State for the Home Department [2016] EWCA Civ 620 (11 May 2016) || AE (Algeria) v Secretary of State for the Home Department || Abedin, R (On the Application Of) v Secretary of State for the Home Department [2016] EWCA Civ 296 (10 March 2016) || Catan and Others v. Moldova and Russia || Coll v Secretary of State for Justice [2015] EWCA Civ 328 || Tabbakh, R (On the Application Of) v Staffordshire And West Midlands Probation Trust & Anor || Bayliss v The Parole Board of England And Wales & Anor [2014] EWCA Civ 1631 || BB, PP, W, U & Ors v Secretary of State for the Home Department || Rowan, R (On the Application Of) v Governor of His Majesty's Prison Berwyn & Anor [2023] EWCA Civ 27",0.7950101 || 0.76366806 || 0.746072 || 0.73925984 || 0.7262182 || 0.72589076 || 0.7211834 || 0.7188257 || 0.7173633 || 0.71701866 || 0.71661544 || 0.71010494 || 0.7084286 || 0.70715714 || 0.7055875 || 0.70501965 || 0.6997634 || 0.6989622 || 0.6986377 || 0.6979996
